100000 500000
65967 74779 19
99192 6009 17
16642 63946 2
5523 27076 7
72480 97174 15
17597 76006 9
536 61432 8
65484 85822 3
73054 93153 9
11116 82922 2
50678 22781 9
66411 75127 9
91737 23194 19
96398 37209 14
55261 96811 13
71137 94919 16
37338 38809 15
21120 25471 12
18622 41857 9
37192 14813 8
82145 78193 2
11855 32034 18
18464 60000 1
12579 12781 1
68083 22511 19
33885 6291 8
81776 72091 18
34303 3808 11
10585 30158 6
86331 47097 16
93108 52099 11
50847 57521 8
33514 47817 2
29869 45797 6
25026 17648 15
10377 25315 15
85670 34894 7
24872 90382 1
75222 73708 11
87254 53698 10
3735 62268 20
24103 20098 10
32435 13737 8
5102 19267 16
64585 32842 20
71621 43988 14
98382 82683 12
24836 16750 17
63322 23584 15
51737 92350 2
18847 61650 8
58606 64610 12
5657 17253 4
10905 41602 16
52301 58364 2
49573 66404 16
38640 87412 10
94733 31504 4
65548 96707 17
96148 85439 16
94879 13651 12
80787 30565 12
10633 30241 9
98069 17703 15
67915 13342 2
56789 90621 19
30631 31787 18
79760 28527 5
4990 73092 1
50182 65862 3
27891 43117 18
18210 69883 10
87033 80716 3
91136 69074 18
85951 18841 2
8824 9850 10
4031 26357 13
60087 81736 20
65004 61228 17
88897 96850 18
11134 41773 17
15440 31006 1
58555 42715 5
50167 4393 20
76428 48030 13
68179 29500 2
33339 97555 18
27818 52523 15
67131 31348 12
73036 34995 13
37160 95196 20
75257 77533 15
52033 11887 4
5249 2649 15
36333 56477 11
41536 27129 7
57719 541 9
80800 84282 7
17485 14366 8
83121 6796 3
45961 6774 11
29698 93443 1
41089 71904 17
64301 8106 7
14590 1119 5
94291 51220 9
29012 51179 2
36292 99658 19
41705 13377 17
92018 93582 4
72396 96596 8
31176 29786 2
2445 44371 6
45459 77416 11
6930 35358 20
60427 73449 16
582 36961 17
77607 83207 11
78373 68537 3
85124 53257 2
10808 1900 4
56684 4371 6
32168 49933 9
77669 76416 6
37835 39137 9
44603 23269 20
68162 7978 17
86101 43183 11
14033 57732 1
92270 9055 6
82831 45573 4
7291 25864 1
65279 6295 20
33385 95741 14
56958 76083 16
75706 27401 2
39329 13887 8
50838 31393 12
21155 57562 4
92920 34940 7
95798 29229 10
76997 53755 6
5175 87568 7
83683 65371 5
72543 86895 1
25086 47194 2
13762 93343 11
48857 87607 16
45317 59419 17
54325 18479 19
51566 22818 5
56745 86224 17
57488 63944 19
3438 69954 7
71153 12245 6
4343 93934 8
11605 23071 10
76885 10022 1
56885 55714 19
433 3290 10
2782 89325 13
50890 98642 11
78973 36968 1
10366 13858 17
59559 55364 11
60998 40619 3
97894 10003 5
96078 54398 10
30151 14075 11
21402 50192 3
43490 55837 11
63329 19516 5
65058 55662 8
10286 71976 19
43630 55701 2
83988 98223 9
17794 15976 9
12669 34415 17
53486 73279 18
57678 56266 15
76089 73675 1
58551 99813 7
43389 12718 7
19542 12876 10
88815 13543 13
89394 13834 13
79289 45224 13
98068 89087 4
90431 96615 1
20299 83579 10
51529 25346 15
93185 65906 14
96752 80006 2
75574 42295 4
57543 26242 16
14491 794 17
47808 21772 6
28529 15318 11
41169 43505 14
20418 93007 16
89298 87988 8
21425 39795 9
6110 84999 7
1192 40168 16
91913 41660 7
46690 94080 15
71747 87644 18
46712 25288 15
75276 44356 2
97392 74679 8
31297 53149 15
6449 67895 10
43460 43331 9
43727 31830 6
41179 40579 18
76538 8892 2
11294 90745 13
75622 71255 15
31450 27668 4
99460 24871 17
2020 13380 10
19794 75026 14
15461 17410 8
54430 49402 4
28699 59505 3
39407 82240 19
23632 14535 20
73218 5481 5
26189 5542 19
94868 31708 3
6699 5663 2
59381 27107 12
76880 75210 8
21056 54487 10
96104 99905 18
20590 71046 17
74789 49643 9
20408 48293 9
53049 60201 13
22789 87428 1
1704 48224 2
54898 5492 5
62992 86286 12
20264 73220 9
8439 54628 11
26990 58306 18
45334 66819 18
61183 37198 11
6204 98990 3
32996 24368 17
43429 5364 1
38285 33380 3
84627 80981 15
59747 31501 15
69543 34629 2
4728 3708 1
55483 47048 9
77116 66963 20
85454 56398 16
53507 47033 8
11819 97286 10
31870 29269 20
53586 44702 10
27660 86571 5
33614 59340 5
1197 47110 20
70085 86016 9
80784 15896 12
27026 35623 9
7931 31084 14
21694 80517 10
231 45934 12
34221 23787 15
47653 65313 9
92674 78639 8
26125 88984 15
95880 92327 20
96820 44065 20
34242 29395 19
90264 41943 11
15754 2304 9
58651 9927 8
37482 58160 20
17637 50191 9
72467 36171 12
2115 28017 3
24566 32371 16
7830 27775 8
86003 91644 1
78357 64490 9
91901 65882 19
54174 8907 5
48542 11345 14
47090 41918 10
97026 70009 11
57093 3444 12
55216 80562 4
17336 54500 13
18527 569 17
97443 63068 1
51802 22909 8
19151 21860 4
85237 55729 11
71484 70901 14
76571 94643 9
80036 20927 2
12393 38590 19
55191 88271 11
65354 46476 5
78066 14051 13
5863 24999 10
41944 31572 4
58874 71492 1
14946 47126 4
61754 18625 9
71724 54984 2
17584 68288 6
92761 19290 1
94495 34030 18
24031 59291 5
3925 69371 1
23695 26750 5
6957 53272 2
39927 80357 7
4341 4905 10
30428 649 20
65086 42267 11
78404 25004 18
25120 71853 9
65363 79608 5
233 21870 18
81398 40024 16
98224 80212 3
47956 39028 16
6255 88359 17
7934 4518 19
68222 65076 20
12156 90286 17
56983 56813 17
10242 93458 10
89216 88441 17
43744 89746 5
38533 95327 13
8787 71927 1
36776 51544 17
19343 13894 8
86690 83090 3
96333 47628 16
30010 43614 11
71942 29441 1
8143 9699 15
27088 161 3
27937 22265 15
19042 91785 17
67908 84712 15
50275 7911 4
19894 33221 1
86027 81882 19
56970 63387 19
27803 40278 7
34482 46961 8
93577 67448 9
45511 6616 15
51613 80289 12
44418 93781 17
83396 61276 19
4519 69298 2
34574 2686 8
31915 28210 19
69071 44701 17
41439 67637 9
81966 24583 10
47148 4025 1
15671 16813 20
19118 74491 2
84803 62082 12
62350 78945 3
74716 33131 15
26156 10952 12
13962 29763 10
94603 54663 20
37531 90130 13
41359 56806 16
89612 69192 11
31499 67278 2
91984 83554 17
98675 58296 14
32534 34240 18
63756 16077 1
55379 52262 9
87172 75965 2
82732 65435 12
18484 93554 8
44941 8436 17
45873 35131 10
9930 26718 12
59446 84884 18
27651 42109 7
92505 98061 12
95925 61085 5
34390 9420 14
59912 88636 5
93577 97078 8
10478 49796 16
85445 52638 11
28379 64054 20
13413 58321 4
3503 22844 18
64728 4210 19
81901 90415 12
87390 33370 18
68690 33633 11
98776 88576 3
54546 71842 2
45015 29761 4
6344 17678 15
28205 70966 5
59438 66660 20
60562 82433 1
66603 60983 2
10712 81588 16
2739 14789 10
86344 43583 6
32198 2889 4
87141 18172 15
48190 51334 14
57379 74105 13
6247 58091 9
23743 48817 9
31019 48155 7
33906 96666 12
37237 57892 11
88245 24362 7
62795 204 7
46240 42240 19
7545 43891 5
87110 10772 11
52023 63989 8
90246 85705 12
6838 96002 13
97084 6488 7
70961 23089 1
76927 14107 20
50919 3664 7
34756 24089 7
86011 21162 2
61361 59951 12
93618 54237 17
94710 25860 2
92641 35476 20
82774 23613 10
97219 4612 12
58291 81713 2
25209 32021 16
86032 87974 8
53082 19135 9
66128 87240 3
70099 14815 5
78826 44361 18
13206 72663 13
4314 71540 6
61562 46884 20
62998 18990 6
18126 36498 12
7393 91564 10
56731 76928 16
25803 11806 8
12195 815 1
69570 79311 17
35029 926 18
31347 61540 5
31245 4290 14
20135 58364 10
74021 76695 11
93527 82561 15
16629 78431 6
59878 99483 15
95839 48533 7
67449 93263 20
14404 17396 20
88973 26389 11
45870 83847 7
62146 96000 8
55328 72864 3
86660 7402 4
41240 4151 8
79427 72894 11
79426 67469 5
39647 31923 11
95055 43925 6
97710 99176 11
39797 35749 9
66077 50320 5
50622 63630 12
8334 48733 13
94403 63420 15
49178 12498 6
32189 75821 13
79158 25769 15
91637 64972 20
42957 69843 15
66849 87301 17
99959 12042 17
88299 19723 8
77476 67484 4
69138 42389 16
6326 29028 16
50099 88850 16
61249 38644 3
54431 58350 17
60712 30425 6
78541 68027 16
40651 58179 12
10485 71539 18
86397 56861 16
96328 22469 1
28806 37446 17
11490 87839 5
44000 75468 2
3267 99800 9
5401 94923 10
1533 71487 9
61166 37882 4
20589 85672 14
6020 33017 20
53769 57758 3
67640 94365 20
75153 99237 6
60471 90437 7
5444 49933 12
29378 1969 12
90328 63795 17
26793 85882 6
26038 59619 1
73128 7663 11
49364 68231 5
89744 65809 18
52308 16689 6
36481 52486 6
74739 97834 7
10502 49406 4
70815 79713 18
48050 27409 19
21484 63154 18
22423 7930 19
61793 92564 1
71297 93642 4
3990 83376 14
2079 50143 14
52924 78834 7
34401 13775 8
69211 38166 14
31621 2250 20
18464 95438 5
79167 38591 11
34103 90881 4
30390 91860 12
56790 97138 20
81014 39240 12
41159 89966 9
3103 25488 13
6121 80275 5
94992 2494 10
23728 24655 15
69568 85528 1
65894 46622 17
9438 49906 8
62704 87707 5
91300 23727 17
59390 29261 14
1772 16690 11
40787 43778 17
99238 37959 13
25675 77539 20
98952 46799 14
77959 27582 8
81215 58937 15
4153 15573 10
10911 31766 20
6806 19564 13
82269 23746 6
95435 1481 4
44725 87238 15
40449 82491 5
86121 50461 17
35865 14582 9
37119 74635 16
42158 4824 15
97306 74619 4
78242 5943 6
6393 67049 7
72401 38152 14
23232 46913 3
86199 55748 8
68720 27840 13
16869 13634 14
990 74193 13
63320 77301 3
36255 34964 20
4855 25513 6
50977 35259 6
3539 50968 20
19722 14005 4
82017 4159 16
14968 19883 19
42372 10988 2
43011 84140 14
78810 32346 2
49390 86679 10
17387 30744 14
51813 71636 20
800 45944 2
54270 8368 14
82646 10129 2
20457 53868 5
6895 98745 9
58948 69887 8
11539 85509 7
46611 96921 13
17934 51621 8
60670 54384 6
89975 14997 16
37504 11640 4
43661 47736 6
55196 43522 1
75444 50997 10
87605 59680 17
26983 2980 18
43489 75958 6
53670 7628 18
5260 90039 3
98566 38588 20
66701 40875 10
81191 33998 3
14556 81547 14
92168 6014 19
41846 11584 20
87150 63612 18
78369 99248 15
36163 25775 7
26938 64291 4
40670 79516 10
73170 97714 16
40313 53303 1
62827 84257 5
50050 91425 17
7814 544 10
69640 72643 19
20616 49314 10
8327 86942 2
98949 22550 20
95160 1817 14
10195 92825 2
64324 6670 16
98568 98444 17
81079 84566 7
58138 334 1
27071 2851 12
84333 15229 14
79227 58702 19
40500 69196 3
14739 64938 9
18600 30011 17
36999 93634 10
20447 5821 19
49613 91388 3
15253 77344 7
23446 97022 12
28927 68875 4
60872 68656 17
32880 33260 11
56465 82973 16
78969 50732 9
48189 91339 16
14885 34741 2
54739 3329 3
92740 10360 11
96012 60988 12
18103 91591 19
88984 42914 1
56074 90490 7
53824 43340 6
79037 71563 18
55308 60181 14
22504 88786 11
45780 15060 10
42561 68964 18
61928 93186 5
34320 88432 16
20794 11115 16
88249 20064 14
9032 58783 15
51689 69642 5
12688 25448 11
30420 59719 16
70461 73461 17
13236 32832 9
17827 91157 17
17158 16111 9
99981 99413 9
81549 26551 17
85599 87938 2
95794 15556 19
74723 65971 15
68710 8438 11
27846 91527 18
24392 93599 17
53803 20320 16
34999 55387 15
22834 6701 4
7242 49137 14
49900 56556 5
1656 57732 2
48484 79540 19
32831 25302 1
36717 482 1
71973 76126 3
48717 99643 19
92915 82223 13
17700 51209 9
23484 98162 9
20577 72943 20
90582 77308 18
41759 2576 3
69941 29430 4
74343 2619 5
37576 23097 4
5365 83100 1
83762 39366 11
73617 59214 9
44427 15528 7
50099 32273 4
44831 17015 16
61740 82862 3
19144 73599 7
15512 26524 7
30639 95075 17
44230 97767 11
34845 62453 7
37829 34263 10
38500 22593 5
10457 13165 8
17996 31208 13
43203 77593 11
8487 75973 6
2292 47485 1
51667 70385 10
48574 60719 15
6267 52543 12
31495 25858 3
49355 87319 12
22923 42204 5
81872 85644 4
41567 21210 20
40509 95902 11
31551 48582 12
28416 46205 7
73317 65234 14
76722 17002 1
89262 42776 9
44105 4760 13
48501 73853 2
30296 44600 4
1320 14469 13
19465 80082 20
20557 19675 5
89708 69698 11
46281 91755 14
2988 49083 18
21857 49158 11
63004 75650 16
3323 77651 20
68961 84402 2
93223 28533 12
31432 353 10
66856 96117 15
1689 76469 11
87131 9425 16
5674 93445 1
53648 14953 18
5543 63474 1
11889 48131 19
14738 45904 12
14931 22426 5
79530 13810 20
73164 48551 10
84592 28698 8
16172 32739 4
6141 73827 18
450 67393 10
96505 57452 15
93316 13362 9
41554 68883 1
17146 63959 1
23273 11594 12
56610 69914 13
80518 81598 13
37908 27474 17
91249 74557 12
76253 9240 13
65521 43668 17
77189 19402 4
77275 80421 11
35437 54360 11
25505 22112 20
11827 90823 19
48289 84396 4
61467 3027 6
93240 3242 12
72828 60763 11
59674 30350 5
71375 75112 14
71160 30561 20
53544 4446 8
3989 28796 2
68330 91229 18
47382 91970 12
65112 17764 12
70585 13435 17
14797 37305 1
10886 38328 5
26568 91763 3
73868 64020 19
27866 14862 16
76672 60168 20
32147 86552 11
17299 58387 1
28224 57514 10
33117 57436 10
60378 29967 5
34147 67361 10
28357 1325 16
15820 33376 20
25876 41465 10
5620 57917 3
58170 63540 9
33383 59801 8
87033 8969 7
63908 36862 3
53574 66473 8
25751 74898 11
21341 74813 6
41956 35569 4
34166 83940 9
85480 59230 1
58742 96034 8
10684 34917 20
36435 77489 16
60485 7591 15
46273 48799 10
74442 51863 9
72394 16518 12
94374 63866 20
18565 58125 7
23208 70015 11
36122 3784 8
46780 79135 11
446 76370 14
31386 62053 2
52810 12913 1
43338 54488 13
50409 92588 17
97823 63776 1
39724 82440 12
6762 64168 16
36093 35200 6
77949 82218 16
84664 37486 1
99046 93071 4
33103 67678 15
53127 9716 18
24020 34810 6
76820 97310 14
92152 90366 14
87468 90246 3
95377 26797 1
82327 91332 3
59723 89143 14
73311 94385 8
6206 28134 5
27229 78717 13
8542 43932 15
35484 68951 20
14376 55057 2
64735 49818 17
2359 76440 14
59177 70030 2
84482 17023 4
19828 67127 1
49209 80141 14
98129 82261 7
424 49825 12
34893 66695 14
89723 61500 10
59174 50162 8
90506 97713 16
9994 72332 12
90541 30074 7
50743 45215 4
32359 16330 9
18670 29557 3
86346 69132 11
12186 33994 1
230 2833 1
9097 41463 9
64384 28055 6
90302 81727 15
889 57950 16
25028 17212 13
4948 73471 6
27703 62562 1
61625 95691 6
34145 69884 12
42163 1784 3
21410 73539 5
47954 38523 9
62213 35033 15
18716 15905 15
55508 34947 15
9512 8644 13
14070 53511 13
93622 89375 4
8815 76465 18
15159 33145 1
87647 32008 10
5732 72555 5
32879 13174 2
69976 2260 1
79342 56149 7
50449 21203 2
83938 57098 4
21083 99918 17
77421 41713 5
74224 31918 11
39371 79436 12
265 57814 4
77015 98484 9
67747 48841 15
20109 25188 16
34654 18226 7
41946 28511 17
19232 26608 9
93345 58732 19
86143 82979 8
35821 17484 18
3989 32571 16
85625 70649 20
92843 76108 15
99169 7933 16
45900 32227 7
86589 34803 1
19060 15970 11
89848 88223 3
30251 14699 7
64107 33189 7
92797 70750 11
41418 30594 4
93433 25839 18
73370 90993 16
51121 77044 12
64989 9669 12
12898 95691 17
56805 17283 15
89082 81633 7
66336 31764 20
81661 101 9
22293 79823 17
21595 8651 19
14118 17787 15
85949 28295 15
83978 58240 8
51485 41682 1
50025 97022 13
35327 73605 17
67295 93996 5
71469 89211 6
77766 60215 10
82180 18346 15
5551 33531 1
72371 77232 5
51550 35884 8
41453 85225 2
38940 82375 5
34425 92653 11
54239 49145 7
80637 44129 9
48537 87397 19
6380 58092 8
60501 9479 14
15978 11209 14
70050 5410 16
35244 96369 3
20877 17318 12
67663 69347 16
46408 46104 1
78102 49980 1
22922 34298 20
90961 82822 5
1252 78236 2
13576 3502 20
33556 93364 8
72452 92155 17
37370 53913 3
54878 69170 9
82198 73315 11
56447 59369 13
9710 55861 15
81603 49542 9
37418 64549 10
86698 8276 19
86734 29185 16
58225 43698 5
6393 54089 2
16623 59195 14
26673 89531 19
8482 36731 16
72340 17563 8
89032 51304 17
8698 64305 13
43784 36819 8
8068 1480 12
80612 12273 4
30747 58707 5
15905 84151 14
11381 52946 11
91800 20448 15
43325 35989 2
8756 51126 11
18283 92001 7
90094 65493 10
74495 72026 2
27965 43881 16
60055 54428 5
7982 79980 4
71961 5133 1
21105 26926 7
43086 23227 11
14217 38812 5
81036 28804 11
43751 91174 17
44841 83116 20
37945 81759 2
1286 4033 16
70598 74296 13
44813 42522 20
4979 94211 9
23884 29065 5
39834 62233 5
6543 5728 2
59070 48581 15
88899 85017 11
70408 69201 6
69862 40817 6
6507 2764 20
5687 9603 7
74625 2583 13
41633 30396 1
27006 72324 2
47214 94091 5
84989 10883 16
59801 66635 10
40943 10692 17
74544 95652 11
60563 38095 1
5622 42000 15
527 47799 18
57368 91472 20
4941 61644 8
76672 98068 10
94783 49774 20
43957 56182 9
35305 86033 3
51179 92985 14
41624 77971 18
90129 47708 5
14063 96937 15
23481 10059 9
69719 88739 1
85821 83007 11
4397 23041 7
7140 27250 19
58723 38068 15
25868 44828 5
38267 53408 13
40396 19771 7
87525 5264 10
14842 51298 18
35894 81782 8
60395 7451 15
30742 90699 10
24809 95511 11
69630 95660 11
44092 72524 9
19658 49376 4
77726 13143 15
66347 71586 1
42504 50013 18
29680 47249 19
33864 27315 13
23274 65621 11
873 16733 10
57326 85678 6
60774 41467 7
23743 27123 19
216 83300 16
90922 45107 9
87241 34132 17
95034 10001 8
31692 92369 1
18616 75979 15
13010 43451 20
9115 1956 20
5890 28302 10
80759 31241 11
65101 79050 19
26267 26455 4
7831 21674 8
88911 35588 16
88369 68350 7
6248 17606 11
38668 21791 18
92610 4731 9
46365 79957 16
7284 67981 15
45047 5780 10
41339 13432 16
92791 13136 1
47651 13870 9
75248 11733 10
95281 88417 20
18942 93149 8
72063 99388 20
94951 66451 5
75392 22450 17
46700 68510 6
11520 69733 1
33159 79983 7
68639 8954 14
80339 40308 16
20688 99614 13
17898 72111 18
55784 76760 14
42732 60577 4
64207 64164 4
66944 84320 8
43334 10810 7
23246 62850 19
86506 38411 7
29151 5235 13
56572 18183 8
98515 77894 12
77584 79971 9
79501 97046 6
22002 91944 13
92476 80388 4
465 47663 1
47382 79083 1
30597 97702 3
26857 26482 6
10764 94589 1
81033 41185 13
23159 85661 1
85950 5612 7
78589 72731 5
97679 99722 11
79638 78833 14
56795 65231 9
3566 9862 16
18774 23237 4
35662 55503 2
17947 94857 1
2816 12523 9
69879 79781 15
24584 19243 18
75931 84717 14
57892 97562 12
21046 31702 14
83763 68151 15
81677 96037 17
27282 70064 10
69762 71761 7
5736 5747 4
43546 708 7
21521 26286 2
